s = "0";
d = "89";
A = {<"0","30",72,72>,
<"0","1",162,191>,
<"1","31",23,23>,
<"1","0",110,112>,
<"1","2",129,148>,
<"2","32",44,46>,
<"2","1",69,71>,
<"2","3",156,158>,
<"3","33",78,78>,
<"3","2",3,3>,
<"3","4",179,191>,
<"4","34",71,71>,
<"4","3",116,134>,
<"4","5",32,37>,
<"5","35",36,40>,
<"5","4",90,99>,
<"5","6",160,169>,
<"6","36",82,85>,
<"6","5",5,5>,
<"6","7",5,5>,
<"7","37",96,108>,
<"7","6",153,153>,
<"7","8",6,6>,
<"8","38",37,42>,
<"8","7",113,116>,
<"8","9",97,109>,
<"9","39",57,57>,
<"9","8",65,65>,
<"9","10",58,61>,
<"10","40",151,156>,
<"10","9",67,67>,
<"10","11",73,75>,
<"11","41",144,144>,
<"11","10",11,12>,
<"11","12",179,188>,
<"12","42",187,195>,
<"12","11",29,30>,
<"12","13",189,189>,
<"13","43",164,185>,
<"13","12",43,49>,
<"13","14",93,93>,
<"14","44",153,154>,
<"14","13",81,82>,
<"14","15",182,184>,
<"15","45",60,62>,
<"15","14",179,195>,
<"15","16",182,182>,
<"16","46",168,172>,
<"16","15",118,120>,
<"16","17",97,109>,
<"17","47",125,127>,
<"17","16",12,14>,
<"17","18",183,187>,
<"18","48",163,174>,
<"18","17",149,152>,
<"18","19",94,96>,
<"19","49",22,25>,
<"19","18",190,205>,
<"19","20",51,51>,
<"20","50",187,187>,
<"20","19",140,152>,
<"20","21",125,148>,
<"21","51",182,188>,
<"21","20",68,68>,
<"21","22",49,50>,
<"22","52",124,137>,
<"22","21",76,79>,
<"22","23",77,79>,
<"23","53",103,112>,
<"23","22",44,48>,
<"23","24",45,45>,
<"24","54",36,37>,
<"24","23",73,74>,
<"24","25",171,195>,
<"25","55",94,96>,
<"25","24",44,51>,
<"25","26",172,180>,
<"26","56",45,50>,
<"26","25",76,79>,
<"26","27",21,21>,
<"27","57",64,66>,
<"27","26",175,194>,
<"27","28",11,11>,
<"28","58",148,156>,
<"28","27",35,36>,
<"28","29",68,68>,
<"29","59",87,89>,
<"29","28",100,108>,
<"30","0",42,42>,
<"30","60",130,136>,
<"30","31",7,7>,
<"31","1",122,122>,
<"31","61",169,202>,
<"31","30",157,170>,
<"31","32",155,158>,
<"32","2",112,112>,
<"32","62",139,139>,
<"32","31",162,170>,
<"32","33",54,55>,
<"33","3",28,29>,
<"33","63",147,163>,
<"33","32",32,35>,
<"33","34",39,42>,
<"34","4",96,104>,
<"34","64",144,149>,
<"34","33",179,191>,
<"34","35",103,108>,
<"35","5",125,132>,
<"35","65",83,85>,
<"35","34",21,23>,
<"35","36",78,82>,
<"36","6",181,194>,
<"36","66",161,161>,
<"36","35",137,137>,
<"36","37",84,86>,
<"37","7",184,189>,
<"37","67",53,55>,
<"37","36",49,54>,
<"37","38",139,141>,
<"38","8",182,207>,
<"38","68",110,111>,
<"38","37",79,80>,
<"38","39",119,129>,
<"39","9",38,38>,
<"39","69",184,187>,
<"39","38",187,192>,
<"39","40",15,17>,
<"40","10",139,141>,
<"40","70",106,118>,
<"40","39",13,13>,
<"40","41",8,9>,
<"41","11",119,119>,
<"41","71",106,110>,
<"41","40",26,26>,
<"41","42",132,140>,
<"42","12",190,196>,
<"42","72",148,148>,
<"42","41",74,74>,
<"42","43",35,35>,
<"43","13",86,100>,
<"43","73",81,82>,
<"43","42",31,31>,
