s = "0";
d = "489";
A = {<"0","70",44,130>,
<"0","1",64,94>,
<"1","71",55,199>,
<"1","0",4,5>,
<"1","2",134,270>,
<"2","72",264,276>,
<"2","1",15,16>,
<"2","3",137,185>,
<"3","73",181,261>,
<"3","2",104,112>,
<"3","4",42,46>,
<"4","74",35,70>,
<"4","3",316,323>,
<"4","5",44,146>,
<"5","75",42,75>,
<"5","4",215,227>,
<"5","6",7,26>,
<"6","76",148,229>,
<"6","5",45,76>,
<"6","7",70,84>,
<"7","77",12,29>,
<"7","6",93,95>,
<"7","8",151,212>,
<"8","78",4,6>,
<"8","7",364,364>,
<"8","9",70,73>,
<"9","79",10,125>,
<"9","8",220,220>,
<"9","10",125,221>,
<"10","80",85,118>,
<"10","9",54,54>,
<"10","11",38,41>,
<"11","81",62,145>,
<"11","10",161,172>,
<"11","12",10,16>,
<"12","82",42,284>,
<"12","11",11,186>,
<"12","13",79,100>,
<"13","83",104,137>,
<"13","12",247,273>,
<"13","14",10,60>,
<"14","84",2,9>,
<"14","13",247,247>,
<"14","15",173,174>,
<"15","85",34,40>,
<"15","14",22,22>,
<"15","16",66,126>,
<"16","86",56,107>,
<"16","15",78,107>,
<"16","17",23,69>,
<"17","87",207,221>,
<"17","16",140,218>,
<"17","18",19,65>,
<"18","88",33,33>,
<"18","17",10,47>,
<"18","19",53,56>,
<"19","89",128,164>,
<"19","18",17,79>,
<"19","20",36,327>,
<"20","90",88,99>,
<"20","19",93,147>,
<"20","21",22,115>,
<"21","91",106,149>,
<"21","20",23,24>,
<"21","22",329,340>,
<"22","92",49,55>,
<"22","21",174,203>,
<"22","23",56,134>,
<"23","93",77,91>,
<"23","22",128,130>,
<"23","24",112,189>,
<"24","94",47,52>,
<"24","23",13,16>,
<"24","25",11,82>,
<"25","95",4,5>,
<"25","24",341,349>,
<"25","26",39,70>,
<"26","96",53,147>,
<"26","25",7,24>,
<"26","27",36,111>,
<"27","97",5,48>,
<"27","26",71,82>,
<"27","28",6,17>,
<"28","98",33,47>,
<"28","27",80,149>,
<"28","29",17,25>,
<"29","99",18,33>,
<"29","28",108,173>,
<"29","30",259,298>,
<"30","100",83,84>,
<"30","29",92,177>,
<"30","31",187,205>,
<"31","101",163,219>,
<"31","30",13,24>,
<"31","32",3,3>,
<"32","102",106,106>,
<"32","31",109,122>,
<"32","33",128,130>,
<"33","103",281,289>,
<"33","32",18,101>,
<"33","34",18,25>,
<"34","104",106,115>,
<"34","33",58,107>,
<"34","35",255,288>,
<"35","105",223,307>,
<"35","34",259,272>,
<"35","36",41,49>,
<"36","106",49,104>,
<"36","35",283,284>,
<"36","37",48,117>,
<"37","107",37,60>,
<"37","36",58,118>,
<"37","38",37,120>,
<"38","108",46,130>,
<"38","37",26,95>,
<"38","39",11,20>,
<"39","109",25,122>,
<"39","38",140,236>,
<"39","40",80,185>,
<"40","110",9,9>,
<"40","39",115,316>,
<"40","41",98,113>,
<"41","111",13,80>,
<"41","40",248,260>,
<"41","42",220,248>,
<"42","112",178,240>,
<"42","41",66,190>,
<"42","43",21,27>,
<"43","113",86,86>,
<"43","42",41,41>,
<"43","44",22,94>,
<"44","114",203,224>,
<"44","43",112,201>,
<"44","45",94,94>,
<"45","115",48,106>,
<"45","44",154,304>,
<"45","46",169,210>,
<"46","116",25,32>,
<"46","45",78,102>,
<"46","47",10,60>,
<"47","117",231,250>,
<"47","46",49,56>,
<"47","48",24,25>,
<"48","118",23,36>,
<"48","47",111,125>,
<"48","49",36,60>,
<"49","119",71,125>,
<"49","48",122,148>,
<"49","50",42,54>,
<"50","120",135,184>,
<"50","49",37,46>,
<"50","51",17,37>,
<"51","121",155,155>,
<"51","50",46,55>,
<"51","52",62,90>,
<"52","122",24,37>,
<"52","51",61,258>,
<"52","53",176,192>,
<"53","123",64,89>,
<"53","52",30,41>,
<"53","54",44,76>,
<"54","124",176,201>,
<"54","53",38,70>,
<"54","55",125,134>,
<"55","125",83,114>,
<"55","54",23,125>,
<"55","56",53,53>,
<"56","126",130,264>,
<"56","55",120,123>,
<"56","57",173,195>,
<"57","127",58,58>,
<"57","56",167,190>,
