s = "0";
d = "201";
A = {<"0","1",116,119>,
<"0","2",190,190>,
<"0","3",47,52>,
<"0","4",114,120>,
<"0","5",161,166>,
<"0","6",27,27>,
<"0","7",7,8>,
<"0","8",140,142>,
<"0","9",206,206>,
<"0","10",51,54>,
<"0","11",95,106>,
<"0","12",135,138>,
<"0","13",183,200>,
<"0","14",95,114>,
<"0","15",108,122>,
<"0","16",178,184>,
<"0","17",153,154>,
<"0","18",86,87>,
<"0","19",10,10>,
<"0","20",122,137>,
<"0","21",63,74>,
<"0","22",52,59>,
<"0","23",37,40>,
<"0","24",66,75>,
<"0","25",190,192>,
<"1","26",6,24>,
<"1","27",24,51>,
<"1","28",21,28>,
<"1","29",49,125>,
<"1","30",27,98>,
<"1","31",4,6>,
<"1","32",64,93>,
<"1","33",27,30>,
<"1","34",5,30>,
<"1","35",18,58>,
<"1","36",26,102>,
<"1","37",8,19>,
<"1","38",0,3>,
<"1","39",14,35>,
<"1","40",12,20>,
<"1","41",7,15>,
<"1","42",10,28>,
<"1","43",9,33>,
<"1","44",49,186>,
<"1","45",56,156>,
<"1","46",60,178>,
<"1","47",29,30>,
<"1","48",40,99>,
<"1","49",67,82>,
<"1","50",16,26>,
<"2","26",7,20>,
<"2","27",21,34>,
<"2","28",12,20>,
<"2","29",36,81>,
<"2","30",18,41>,
<"2","31",40,154>,
<"2","32",1,2>,
<"2","33",30,127>,
<"2","34",14,70>,
<"2","35",47,85>,
<"2","36",7,20>,
<"2","37",46,149>,
<"2","38",41,62>,
<"2","39",49,110>,
<"2","40",11,46>,
<"2","41",12,56>,
<"2","42",27,65>,
<"2","43",27,40>,
<"2","44",19,48>,
<"2","45",31,61>,
<"2","46",6,12>,
<"2","47",27,32>,
<"2","48",51,115>,
<"2","49",24,40>,
<"2","50",22,104>,
<"3","26",42,72>,
<"3","27",48,114>,
<"3","28",8,25>,
<"3","29",57,196>,
<"3","30",1,3>,
<"3","31",62,163>,
<"3","32",2,9>,
<"3","33",0,1>,
<"3","34",32,81>,
<"3","35",30,113>,
<"3","36",4,14>,
<"3","37",2,5>,
<"3","38",2,5>,
<"3","39",54,105>,
<"3","40",55,178>,
<"3","41",50,50>,
<"3","42",27,59>,
<"3","43",35,136>,
<"3","44",36,112>,
<"3","45",59,59>,
