s = "0";
d = "1501";
A = {<"0","1",85,117>,
<"0","2",2,4>,
<"0","3",269,277>,
<"0","4",63,102>,
<"0","5",32,51>,
<"0","6",31,33>,
<"0","7",24,56>,
<"0","8",0,1>,
<"0","9",40,41>,
<"0","10",80,205>,
<"0","11",100,275>,
<"0","12",36,244>,
<"0","13",155,209>,
<"0","14",104,117>,
<"0","15",225,309>,
<"0","16",0,1>,
<"0","17",50,201>,
<"0","18",8,29>,
<"0","19",70,71>,
<"0","20",38,70>,
<"0","21",156,173>,
<"0","22",183,194>,
<"0","23",21,29>,
<"0","24",69,109>,
<"0","25",98,102>,
<"1","26",85,108>,
<"1","27",76,148>,
<"1","28",141,221>,
<"1","29",90,90>,
<"1","30",38,44>,
<"1","31",1,3>,
<"1","32",17,67>,
<"1","33",45,137>,
<"1","34",115,252>,
<"1","35",136,193>,
<"1","36",206,268>,
<"1","37",8,10>,
<"1","38",35,93>,
<"1","39",7,16>,
<"1","40",74,228>,
<"1","41",86,103>,
<"1","42",158,194>,
<"1","43",8,14>,
<"1","44",121,132>,
<"1","45",33,66>,
<"1","46",5,5>,
<"1","47",133,133>,
<"1","48",46,77>,
<"1","49",130,147>,
<"1","50",95,212>,
<"2","26",37,43>,
<"2","27",118,183>,
<"2","28",117,165>,
<"2","29",127,320>,
<"2","30",9,16>,
<"2","31",76,230>,
<"2","32",250,257>,
<"2","33",36,62>,
<"2","34",129,150>,
<"2","35",41,80>,
<"2","36",28,60>,
<"2","37",78,87>,
<"2","38",32,75>,
<"2","39",26,35>,
<"2","40",200,224>,
<"2","41",5,10>,
<"2","42",40,64>,
<"2","43",119,144>,
<"2","44",38,39>,
<"2","45",6,11>,
<"2","46",53,101>,
<"2","47",136,141>,
<"2","48",81,168>,
<"2","49",64,162>,
<"2","50",6,18>,
<"3","26",174,188>,
<"3","27",99,109>,
<"3","28",101,131>,
<"3","29",176,177>,
<"3","30",76,102>,
<"3","31",129,140>,
<"3","32",25,66>,
<"3","33",101,101>,
