1000 3780
0 100 26 178
0 1 223 333
1 101 206 336
1 0 167 199
1 2 114 192
2 102 78 114
2 1 42 44
2 3 24 61
3 103 93 132
3 2 113 119
3 4 24 68
4 104 274 282
4 3 53 61
4 5 63 73
5 105 163 171
5 4 107 152
5 6 172 178
6 106 63 65
6 5 9 42
6 7 33 178
7 107 69 155
7 6 203 203
7 8 115 116
8 108 116 270
8 7 244 263
8 9 51 57
9 109 134 134
9 8 143 252
9 10 21 21
10 110 35 36
10 9 107 120
10 11 314 338
11 111 57 109
11 10 101 117
11 12 75 211
12 112 36 113
12 11 90 91
12 13 67 70
13 113 54 163
13 12 117 127
13 14 162 177
14 114 17 56
14 13 19 70
14 15 1 1
15 115 131 141
15 14 7 7
15 16 139 239
16 116 116 152
16 15 190 190
16 17 91 191
17 117 46 92
17 16 61 89
17 18 55 132
18 118 110 154
18 17 6 8
18 19 249 280
19 119 173 179
19 18 103 198
19 20 8 37
20 120 292 332
20 19 19 82
20 21 154 194
21 121 138 156
21 20 250 268
21 22 134 234
22 122 60 211
22 21 45 62
22 23 71 90
23 123 41 48
23 22 65 150
23 24 24 249
24 124 248 270
24 23 1 9
24 25 92 105
25 125 103 179
25 24 45 50
25 26 226 275
26 126 17 47
26 25 254 268
26 27 0 0
27 127 11 13
27 26 48 90
27 28 12 18
28 128 33 107
28 27 120 352
28 29 22 24
29 129 91 104
29 28 10 83
29 30 26 95
30 130 34 35
30 29 70 86
30 31 6 31
31 131 32 116
31 30 43 88
31 32 273 292
32 132 31 71
32 31 2 2
32 33 132 143
33 133 41 172
33 32 128 163
33 34 35 66
34 134 100 101
34 33 36 43
34 35 159 162
35 135 84 150
35 34 103 223
35 36 175 227
36 136 52 156
36 35 19 35
36 37 26 42
37 137 58 142
37 36 22 25
37 38 306 312
38 138 47 61
38 37 1 4
38 39 8 37
39 139 226 228
39 38 16 19
39 40 20 47
40 140 18 138
40 39 5 6
40 41 133 193
41 141 134 241
41 40 122 123
41 42 57 85
42 142 27 32
42 41 8 9
42 43 28 117
43 143 70 254
43 42 136 141
43 44 192 300
44 144 153 154
44 43 9 9
44 45 170 183
45 145 125 241
45 44 90 132
45 46 180 197
46 146 31 34
46 45 58 72
46 47 80 95
47 147 31 40
47 46 157 160
47 48 20 41
48 148 218 280
48 47 350 358
48 49 32 49
49 149 223 234
49 48 86 105
49 50 74 88
50 150 59 133
50 49 49 165
50 51 73 193
51 151 55 61
51 50 86 101
51 52 61 93
52 152 260 298
52 51 5 5
52 53 107 149
53 153 21 28
53 52 9 24
53 54 167 213
54 154 118 165
54 53 53 55
54 55 18 18
55 155 140 142
55 54 13 28
55 56 16 23
56 156 148 224
56 55 42 46
56 57 56 62
57 157 314 320
57 56 161 334
57 58 67 126
58 158 290 360
58 57 80 213
58 59 44 47
59 159 79 140
59 58 54 183
59 60 193 220
60 160 172 177
60 59 184 191
60 61 295 295
61 161 162 162
61 60 102 123
61 62 96 119
62 162 18 330
62 61 145 145
62 63 106 180
63 163 180 204
63 62 269 275
63 64 259 309
64 164 74 83
64 63 63 63
64 65 68 126
65 165 122 247
65 64 32 39
65 66 126 134
66 166 9 17
66 65 105 179
66 67 12 20
67 167 90 235
67 66 29 61
67 68 178 251
68 168 84 325
68 67 201 225
68 69 260 272
69 169 54 76
69 68 9 29
69 70 8 20
70 170 38 47
70 69 8 8
70 71 0 1
71 171 264 268
71 70 261 265
71 72 191 201
72 172 343 351
72 71 224 266
72 73 94 102
73 173 12 56
73 72 125 127
73 74 124 134
74 174 47 141
74 73 12 45
74 75 120 136
75 175 280 295
75 74 94 122
75 76 55 58
76 176 94 224
76 75 87 174
76 77 79 143
77 177 97 197
77 76 139 178
77 78 160 206
78 178 128 177
78 77 10 13
78 79 180 321
79 179 152 205
79 78 73 100
79 80 74 100
80 180 62 109
80 79 124 125
80 81 62 83
81 181 127 252
81 80 31 316
81 82 76 184
82 182 159 170
82 81 5 7
82 83 10 40
83 183 168 188
83 82 11 93
83 84 314 315
84 184 47 120
84 83 6 9
84 85 368 376
85 185 31 41
85 84 46 80
85 86 201 213
86 186 18 24
86 85 141 288
86 87 23 163
87 187 5 9
87 86 8 10
87 88 226 316
88 188 33 159
88 87 68 107
88 89 65 73
89 189 72 138
89 88 20 73
89 90 17 84
90 190 67 77
90 89 154 256
90 91 152 326
91 191 127 322
91 90 124 124
91 92 175 344
92 192 36 136
92 91 71 233
92 93 89 89
93 193 30 107
93 92 124 251
93 94 57 202
94 194 59 67
94 93 56 77
94 95 129 217
95 195 93 162
95 94 94 179
95 96 14 63
96 196 18 18
96 95 146 150
96 97 117 124
97 197 112 138
97 96 44 92
97 98 1 12
98 198 145 165
98 97 211 240
98 99 273 274
99 199 32 33
99 98 2 3
100 0 230 301
100 200 80 297
100 101 125 151
101 1 51 77
101 201 5 51
101 100 54 77
101 102 250 261
102 2 43 187
102 202 211 219
102 101 28 39
102 103 358 358
103 3 151 162
103 203 208 259
103 102 255 338
103 104 130 274
104 4 266 289
104 204 242 246
104 103 37 88
104 105 126 143
105 5 76 85
105 205 24 37
105 104 1 14
105 106 36 92
106 6 94 148
106 206 31 107
106 105 97 199
106 107 49 67
107 7 78 80
107 207 119 126
107 106 5 22
107 108 61 157
108 8 134 169
108 208 105 188
108 107 260 303
108 109 28 37
109 9 204 214
109 209 113 117
109 108 90 102
109 110 30 135
110 10 146 146
110 210 68 72
110 109 8 11
110 111 61 82
111 11 187 188
111 211 127 128
111 110 183 184
111 112 116 223
112 12 52 160
112 212 245 320
112 111 183 267
112 113 205 229
113 13 311 330
113 213 51 358
113 112 84 113
113 114 27 33
114 14 20 292
114 214 200 248
114 113 10 20
114 115 1 9
115 15 54 130
115 215 49 58
115 114 44 117
115 116 38 54
116 16 88 273
116 216 42 217
116 115 101 177
116 117 88 90
117 17 344 360
117 217 13 83
117 116 96 97
117 118 19 20
118 18 4 8
118 218 113 310
118 117 68 325
118 119 8 9
119 19 14 15
119 219 35 86
119 118 55 152
119 120 73 77
120 20 279 285
120 220 32 45
120 119 151 160
120 121 10 36
121 21 11 66
121 221 114 147
121 120 5 18
121 122 93 171
122 22 172 173
122 222 80 108
122 121 77 119
122 123 45 180
123 23 108 117
123 223 103 127
123 122 90 218
123 124 60 63
124 24 280 295
124 224 161 164
124 123 23 28
124 125 3 7
125 25 326 352
125 225 81 90
125 124 120 122
125 126 174 175
126 26 208 238
126 226 72 129
126 125 136 155
126 127 8 14
127 27 177 279
127 227 104 111
127 126 73 73
127 128 53 65
128 28 111 131
128 228 24 216
128 127 134 170
128 129 283 323
129 29 112 117
129 229 86 104
129 128 8 8
129 130 316 336
130 30 10 20
130 230 126 193
130 129 27 51
130 131 64 96
131 31 93 106
131 231 96 109
131 130 3 19
131 132 9 10
132 32 45 64
132 232 37 42
132 131 322 338
132 133 15 48
133 33 108 115
133 233 3 4
133 132 150 150
133 134 28 56
134 34 117 323
134 234 46 137
134 133 27 34
134 135 161 181
135 35 197 223
135 235 27 194
135 134 57 59
135 136 193 230
136 36 190 228
136 236 236 282
136 135 96 103
136 137 256 355
137 37 33 96
137 237 34 99
137 136 168 200
137 138 29 64
138 38 204 210
138 238 121 186
138 137 134 147
138 139 21 31
139 39 23 46
139 239 10 63
139 138 137 174
139 140 120 347
140 40 72 77
140 240 122 162
140 139 151 201
140 141 35 131
141 41 43 73
141 241 204 226
141 140 71 100
141 142 308 327
142 42 223 267
142 242 7 77
142 141 196 227
142 143 128 203
143 43 216 217
143 243 12 40
143 142 47 52
143 144 93 97
144 44 138 167
144 244 279 293
144 143 134 151
144 145 98 127
145 45 97 155
145 245 88 100
145 144 106 145
145 146 50 99
146 46 32 49
146 246 62 219
146 145 68 84
146 147 104 126
147 47 82 108
147 247 21 80
147 146 179 179
147 148 66 117
148 48 160 173
148 248 134 161
148 147 3 29
148 149 67 68
149 49 12 56
149 249 124 160
149 148 89 100
149 150 55 81
150 50 98 127
150 250 157 217
150 149 37 54
150 151 68 82
151 51 116 142
151 251 62 104
151 150 35 132
151 152 116 118
152 52 22 26
152 252 45 121
152 151 161 162
152 153 127 132
153 53 15 240
153 253 25 46
153 152 1 32
153 154 32 31
154 54 145 267
154 254 84 198
154 153 9 34
154 155 93 155
155 55 143 246
155 255 157 158
155 154 181 252
155 156 207 233
156 56 14 58
156 256 82 225
156 155 12 31
156 157 100 116
157 57 4 7
157 257 39 44
157 156 106 122
157 158 104 187
158 58 24 91
158 258 131 154
158 157 6 19
158 159 222 262
159 59 49 296
159 259 184 248
159 158 73 211
159 160 241 261
160 60 142 151
160 260 192 248
160 159 100 114
160 161 215 238
161 61 141 141
161 261 166 175
161 160 48 89
161 162 8 72
162 62 109 140
162 262 175 202
162 161 29 144
162 163 27 33
163 63 19 147
163 263 201 343
163 162 72 114
163 164 5 7
164 64 225 231
164 264 57 195
164 163 71 72
164 165 45 144
165 65 28 81
165 265 190 230
165 164 53 76
165 166 76 229
166 66 211 215
166 266 27 37
166 165 69 112
166 167 101 109
167 67 115 134
167 267 1 2
167 166 12 22
167 168 23 53
168 68 235 268
168 268 121 151
168 167 81 172
168 169 2 3
169 69 181 194
169 269 31 48
169 168 222 222
169 170 20 120
170 70 151 316
170 270 188 250
170 169 46 344
170 171 163 171
171 71 153 153
171 271 118 120
171 170 294 323
171 172 254 265
172 72 150 154
172 272 25 358
172 171 114 135
172 173 310 344
173 73 90 97
173 273 134 137
173 172 18 78
173 174 96 155
174 74 26 29
174 274 146 163
174 173 108 129
174 175 181 242
175 75 17 113
175 275 5 15
175 174 30 63
175 176 245 264
176 76 156 158
176 276 60 89
176 175 228 279
176 177 174 185
177 77 7 19
177 277 170 366
177 176 8 64
177 178 30 115
178 78 81 133
178 278 147 240
178 177 13 40
178 179 146 185
179 79 52 238
179 279 87 138
179 178 165 186
179 180 39 171
180 80 34 35
180 280 294 294
180 179 22 28
180 181 161 163
181 81 152 263
181 281 58 314
181 180 15 173
181 182 238 280
182 82 25 26
182 282 207 290
182 181 86 246
182 183 24 28
183 83 24 28
183 283 68 150
183 182 172 175
183 184 165 243
184 84 24 81
184 284 2 3
184 183 35 39
184 185 15 22
185 85 58 92
185 285 10 30
185 184 132 172
185 186 166 179
186 86 107 125
186 286 133 165
186 185 203 257
186 187 1 15
187 87 326 326
187 287 225 271
187 186 14 20
187 188 155 245
188 88 11 22
188 288 99 100
188 187 16 65
188 189 79 156
189 89 190 190
189 289 84 128
189 188 11 11
189 190 167 331
190 90 55 77
190 290 38 235
190 189 21 22
190 191 163 178
191 91 31 156
191 291 10 58
191 190 11 44
191 192 119 163
192 92 136 334
192 292 135 202
192 191 66 131
192 193 212 215
193 93 80 121
193 293 71 210
193 192 153 340
193 194 80 93
194 94 112 112
194 294 135 216
194 193 139 202
194 195 1 5
195 95 179 217
195 295 83 120
195 194 38 41
195 196 11 63
196 96 32 106
196 296 279 283
196 195 332 358
196 197 60 67
197 97 5 5
197 297 57 87
197 196 34 58
197 198 145 159
198 98 64 128
198 298 47 92
198 197 2 30
198 199 13 94
199 99 165 247
199 299 308 332
199 198 122 295
200 100 61 61
200 300 3 27
200 201 30 45
201 101 18 18
201 301 111 182
201 200 278 290
201 202 86 117
202 102 27 34
202 302 41 91
202 201 29 167
202 203 74 231
203 103 92 130
203 303 142 220
203 202 8 24
203 204 91 149
204 104 21 94
204 304 183 203
204 203 126 182
204 205 47 144
205 105 46 58
205 305 99 109
205 204 49 227
205 206 159 292
206 106 119 123
206 306 14 219
206 205 160 206
206 207 118 192
207 107 27 121
207 307 7 20
207 206 70 257
207 208 74 195
208 108 175 213
208 308 30 31
208 207 116 190
208 209 7 47
209 109 226 228
209 309 46 119
209 208 297 304
209 210 173 173
210 110 146 158
210 310 60 86
210 209 362 362
210 211 1 5
211 111 39 76
211 311 1 10
211 210 86 244
211 212 134 186
212 112 40 41
212 312 53 81
212 211 166 172
212 213 74 229
213 113 92 178
213 313 17 25
213 212 62 64
213 214 90 96
214 114 154 278
214 314 206 230
214 213 101 125
214 215 121 219
215 115 51 59
215 315 47 70
215 214 189 271
215 216 20 112
216 116 132 168
216 316 97 307
216 215 62 62
216 217 50 65
217 117 162 164
217 317 126 261
217 216 35 99
217 218 35 232
218 118 42 112
218 318 15 42
218 217 4 5
218 219 303 306
219 119 25 84
219 319 57 328
219 218 291 293
219 220 49 81
220 120 233 233
220 320 84 170
220 219 282 285
220 221 84 189
221 121 186 270
221 321 123 209
221 220 177 293
221 222 74 270
222 122 66 71
222 322 123 181
222 221 51 320
222 223 167 192
223 123 156 179
223 323 3 9
223 222 16 25
223 224 99 129
224 124 48 107
224 324 20 33
224 223 56 96
224 225 107 241
225 125 59 128
225 325 51 211
225 224 252 281
225 226 221 274
226 126 186 259
226 326 46 50
226 225 157 200
226 227 122 196
227 127 48 82
227 327 128 139
227 226 3 5
227 228 285 308
228 128 30 204
228 328 231 259
228 227 34 56
228 229 251 263
229 129 183 189
229 329 99 106
229 228 187 211
229 230 0 2
230 130 25 189
230 330 29 86
230 229 206 209
230 231 205 208
231 131 41 125
231 331 39 51
231 230 241 332
231 232 48 125
232 132 3 3
232 332 214 289
232 231 332 354
232 233 108 126
233 133 197 197
233 333 128 135
233 232 15 26
233 234 39 39
234 134 82 83
234 334 9 39
234 233 21 128
234 235 64 104
235 135 45 209
235 335 124 173
235 234 306 322
235 236 63 74
236 136 87 100
236 336 225 297
236 235 260 271
236 237 168 180
237 137 6 20
237 337 309 327
237 236 67 190
237 238 72 140
238 138 66 100
238 338 120 132
238 237 166 171
238 239 214 274
239 139 68 114
239 339 30 170
239 238 29 87
239 240 56 96
240 140 116 120
240 340 2 3
240 239 8 9
240 241 50 51
241 141 111 191
241 341 216 238
241 240 30 150
241 242 20 184
242 142 262 294
242 342 123 196
242 241 33 38
242 243 167 175
243 143 27 39
243 343 14 132
243 242 139 299
243 244 14 28
244 144 27 80
244 344 329 329
244 243 28 273
244 245 1 1
245 145 69 72
245 345 36 37
245 244 228 312
245 246 99 114
246 146 19 54
246 346 16 35
246 245 59 71
246 247 51 103
247 147 82 154
247 347 23 24
247 246 158 222
247 248 176 308
248 148 39 53
248 348 37 191
248 247 172 215
248 249 39 41
249 149 39 171
249 349 185 252
249 248 185 212
249 250 65 68
250 150 20 176
250 350 81 95
250 249 161 201
250 251 46 80
251 151 166 305
251 351 6 6
251 250 84 102
251 252 54 71
252 152 43 52
252 352 60 78
252 251 29 120
252 253 50 127
253 153 90 92
253 353 78 82
253 252 113 313
253 254 29 71
254 154 196 210
254 354 119 169
254 253 47 241
254 255 61 69
255 155 23 40
255 355 56 57
255 254 4 5
255 256 172 208
256 156 123 237
256 356 174 194
256 255 152 166
256 257 56 79
257 157 15 32
257 357 33 103
257 256 227 265
257 258 135 303
258 158 11 15
258 358 192 247
258 257 52 64
258 259 33 37
259 159 225 280
259 359 199 217
259 258 252 272
259 260 18 18
260 160 274 282
260 360 90 183
260 259 191 207
260 261 190 190
261 161 228 230
261 361 35 262
261 260 131 131
261 262 7 10
262 162 108 136
262 362 46 48
262 261 72 89
262 263 13 26
263 163 239 242
263 363 149 170
263 262 7 42
263 264 125 289
264 164 255 257
264 364 13 38
264 263 157 171
264 265 105 137
265 165 25 46
265 365 0 0
265 264 342 342
265 266 138 145
266 166 11 108
266 366 10 52
266 265 108 241
266 267 189 196
267 167 26 75
267 367 6 10
267 266 184 201
267 268 28 78
268 168 8 23
268 368 160 166
268 267 75 111
268 269 96 99
269 169 281 283
269 369 51 60
269 268 212 234
269 270 12 33
270 170 68 68
270 370 14 31
270 269 21 22
270 271 219 265
271 171 128 175
271 371 79 123
271 270 177 238
271 272 220 221
272 172 99 183
272 372 29 71
272 271 91 93
272 273 226 298
273 173 197 249
273 373 200 213
273 272 171 199
273 274 174 358
274 174 7 8
274 374 31 64
274 273 99 186
274 275 60 173
275 175 74 118
275 375 48 62
275 274 262 262
275 276 135 149
276 176 1 2
276 376 120 132
276 275 214 243
276 277 38 250
277 177 150 217
277 377 73 246
277 276 43 192
277 278 93 161
278 178 209 232
278 378 1 9
278 277 18 121
278 279 3 8
279 179 43 152
279 379 81 181
279 278 26 79
279 280 13 62
280 180 177 181
280 380 89 125
280 279 9 16
280 281 117 221
281 181 41 65
281 381 72 194
281 280 344 347
281 282 125 330
282 182 92 96
282 382 87 133
282 281 137 165
282 283 217 253
283 183 75 180
