1502 72600
0 1 83 200
0 2 31 146
0 3 71 208
0 4 54 68
0 5 9 9
0 6 12 50
0 7 43 60
0 8 14 17
0 9 22 26
0 10 119 120
0 11 23 28
0 12 62 62
0 13 92 120
0 14 71 293
0 15 110 196
0 16 290 290
0 17 11 14
0 18 48 48
0 19 117 123
0 20 24 24
0 21 128 144
0 22 74 78
0 23 101 290
0 24 54 109
0 25 43 44
0 26 37 47
0 27 5 6
0 28 40 62
0 29 44 50
0 30 241 319
0 31 187 200
0 32 65 163
0 33 78 148
0 34 141 173
0 35 27 56
0 36 8 23
0 37 33 40
0 38 23 59
0 39 0 1
0 40 160 209
0 41 13 35
0 42 146 146
0 43 62 203
0 44 203 232
0 45 7 7
0 46 40 74
0 47 70 103
0 48 59 122
0 49 110 232
0 50 207 216
1 51 125 147
1 52 110 154
1 53 173 187
1 54 101 276
1 55 167 167
1 56 248 260
1 57 67 96
1 58 10 10
1 59 152 300
1 60 64 81
1 61 24 24
1 62 73 134
1 63 171 198
1 64 11 50
1 65 69 79
1 66 8 12
1 67 28 116
1 68 93 95
1 69 65 89
1 70 308 308
1 71 66 66
1 72 48 85
1 73 124 145
1 74 68 233
1 75 61 145
1 76 8 13
1 77 28 125
1 78 218 243
1 79 57 94
1 80 124 156
1 81 97 234
1 82 32 52
1 83 36 226
1 84 27 27
1 85 35 191
1 86 31 47
1 87 163 197
1 88 19 26
1 89 52 73
1 90 5 10
1 91 225 323
1 92 321 330
1 93 159 162
1 94 178 225
1 95 56 56
1 96 112 114
1 97 28 74
1 98 36 43
1 99 72 72
1 100 60 62
2 51 38 47
2 52 205 247
2 53 122 168
2 54 65 95
2 55 144 253
2 56 8 18
2 57 83 88
2 58 69 72
2 59 136 251
2 60 102 288
2 61 35 39
2 62 28 114
2 63 62 69
2 64 169 177
2 65 268 320
2 66 75 323
2 67 57 59
2 68 36 68
2 69 115 204
2 70 208 245
2 71 61 83
2 72 19 40
2 73 161 172
2 74 113 247
2 75 135 138
2 76 54 96
2 77 104 114
2 78 19 34
2 79 105 171
2 80 29 68
2 81 51 109
2 82 50 50
2 83 25 26
2 84 53 56
2 85 198 213
2 86 25 44
2 87 88 118
2 88 52 56
2 89 56 72
2 90 72 117
2 91 148 203
2 92 23 24
2 93 104 133
2 94 24 130
2 95 44 52
2 96 97 124
2 97 71 171
2 98 63 110
2 99 136 201
2 100 20 27
3 51 57 104
3 52 323 325
3 53 65 70
3 54 244 259
3 55 70 132
3 56 98 166
3 57 223 262
3 58 34 105
3 59 262 264
3 60 69 88
3 61 192 238
3 62 35 36
3 63 46 65
3 64 308 343
3 65 62 100
3 66 15 17
3 67 97 107
3 68 191 308
3 69 137 255
3 70 161 194
3 71 332 332
3 72 53 135
3 73 75 116
3 74 286 307
3 75 122 166
3 76 261 266
3 77 100 112
3 78 123 286
3 79 61 98
3 80 24 36
3 81 141 201
3 82 104 118
3 83 230 274
3 84 115 172
3 85 31 160
3 86 11 14
3 87 140 142
3 88 168 223
3 89 75 94
3 90 23 24
3 91 44 105
3 92 194 311
3 93 129 172
3 94 29 122
3 95 179 180
3 96 63 75
3 97 24 86
3 98 194 211
3 99 99 190
3 100 191 266
4 51 128 161
4 52 295 299
4 53 194 223
4 54 67 221
4 55 4 6
4 56 247 251
4 57 43 207
4 58 310 332
4 59 20 58
4 60 62 65
4 61 85 106
4 62 38 52
4 63 112 112
4 64 39 49
4 65 1 1
4 66 57 64
4 67 258 331
4 68 308 332
4 69 98 114
4 70 252 312
4 71 13 30
4 72 52 84
4 73 197 225
4 74 92 158
4 75 165 197
4 76 69 113
4 77 11 24
4 78 194 223
4 79 99 102
4 80 93 109
4 81 354 354
4 82 71 75
4 83 198 239
4 84 168 188
4 85 39 73
4 86 37 74
4 87 8 14
4 88 53 180
4 89 158 271
4 90 178 213
4 91 108 161
4 92 71 101
4 93 68 104
4 94 253 288
4 95 138 140
4 96 216 228
4 97 116 123
4 98 28 30
4 99 127 130
4 100 35 46
5 51 154 155
5 52 108 275
5 53 20 159
5 54 143 144
5 55 10 29
5 56 37 37
5 57 10 12
5 58 55 81
5 59 20 35
5 60 51 95
5 61 93 226
5 62 16 53
5 63 103 103
5 64 35 61
5 65 145 148
5 66 100 138
5 67 55 71
5 68 163 242
5 69 168 229
5 70 53 78
5 71 70 85
5 72 238 278
5 73 179 209
5 74 152 201
5 75 183 219
5 76 223 273
5 77 142 194
5 78 136 140
5 79 131 138
5 80 84 231
5 81 26 59
5 82 237 281
5 83 106 117
5 84 26 121
5 85 110 135
5 86 164 164
5 87 17 17
5 88 119 120
5 89 69 69
5 90 14 23
5 91 211 226
5 92 109 135
5 93 68 68
5 94 83 91
5 95 73 88
5 96 154 157
5 97 49 83
5 98 123 127
5 99 151 197
5 100 32 32
6 51 4 6
6 52 62 193
6 53 182 235
6 54 105 287
6 55 39 54
6 56 307 323
6 57 132 134
6 58 77 92
6 59 116 171
6 60 221 229
6 61 309 322
6 62 11 45
6 63 89 142
6 64 198 223
6 65 273 308
6 66 76 179
6 67 22 27
6 68 26 47
6 69 132 222
6 70 55 56
6 71 26 40
6 72 241 266
6 73 40 54
6 74 9 19
6 75 25 39
6 76 10 20
6 77 226 247
6 78 273 273
6 79 18 18
6 80 160 162
6 81 30 106
6 82 141 356
6 83 143 170
6 84 53 89
6 85 57 71
6 86 149 157
6 87 26 31
6 88 27 54
6 89 19 27
6 90 6 10
6 91 176 218
6 92 41 181
6 93 102 126
6 94 59 100
6 95 245 253
6 96 28 63
6 97 223 223
6 98 84 90
6 99 210 264
6 100 23 130
7 51 167 167
7 52 165 170
7 53 264 306
7 54 67 90
7 55 185 224
7 56 1 5
7 57 142 192
7 58 165 178
7 59 222 224
7 60 145 231
7 61 94 142
7 62 79 173
7 63 31 168
7 64 123 156
7 65 116 136
7 66 31 130
7 67 261 293
7 68 110 134
7 69 7 13
7 70 24 38
7 71 53 90
7 72 33 130
7 73 60 73
7 74 78 108
7 75 206 229
7 76 44 46
7 77 295 303
7 78 152 221
7 79 179 188
7 80 97 115
7 81 89 91
7 82 168 172
7 83 88 186
7 84 246 274
7 85 58 58
7 86 51 95
7 87 93 217
7 88 113 216
7 89 273 327
7 90 310 310
7 91 29 36
7 92 44 63
7 93 34 83
7 94 20 31
7 95 92 116
7 96 66 72
7 97 306 309
7 98 68 70
7 99 131 132
7 100 156 195
8 51 7 7
8 52 296 307
8 53 116 196
8 54 1 5
8 55 13 21
8 56 37 54
8 57 133 184
8 58 4 5
8 59 252 299
8 60 132 165
8 61 60 123
8 62 66 127
8 63 2 2
8 64 37 244
8 65 224 263
8 66 294 324
8 67 3 4
8 68 24 135
8 69 55 162
8 70 52 57
8 71 10 33
8 72 57 174
8 73 95 95
8 74 66 165
8 75 35 40
8 76 231 287
8 77 18 58
8 78 90 91
8 79 120 129
8 80 22 77
8 81 193 194
8 82 4 10
8 83 229 231
8 84 26 31
8 85 88 113
8 86 8 25
8 87 29 41
8 88 117 205
8 89 135 197
8 90 131 158
8 91 36 63
